"LOC_ID";"LOC_PRV_COD";"LOC_NOMBRE"
37120;"17";PUIGPARDINES
37121;"17";PUIGSAC
37122;"17";PUIGSEC
37123;"17";PUIGTORRAT
37124;"17";PUJALS DELS CAVALLERS
37125;"17";PUJALS DELS PAGESOS
37126;"17";PUJALT
37127;"17";PUJARNOL
37128;"17";"PUJOL; EL (LLADO)"
37129;"17";"PUJOL; EL (MACANET SELVA)"
37130;"17";PUJOLAR
37131;"17";PUJOLARS
37132;"17";QUART
37133;"17";QUEIXANS
37134;"17";QUEIXAS
37135;"17";QUERALBS
37136;"17";"RACO; DEL"
37137;"17";"RAJOLERIES; LES"
37138;"17";"RAL; LA"
37139;"17";RAMA
37140;"17";RASET
37141;"17";RAVAL (AJUNTAMENT MERANGES)
37142;"17";"RAVAL DE L'ESPARRA; EL"
37143;"17";RAVAL DEL CASTELL
37144;"17";RAVAL LES CREUS
37145;"17";RAVOS D'EMPORDA
37146;"17";RAVOS DEL TERRI
37147;"17";RECO
37148;"17";REGENCOS
37149;"17";REQUESENS
37150;"17";RIALB
37151;"17";"RIBERA DE LES PLANES; LA"
37152;"17";RIBERADA D'AMUNT
37153;"17";RIBERAL
37154;"17";"RIBERAL DE FAITUS; EL"
37155;"17";RIBES DE FRESER
37156;"17";RIBESALTES
37157;"17";RICARDELL (AYTO PONTMOLINS)
37158;"17";RIELLS (AYTO L'ESCALA)
37159;"17";RIELLS (MUNICIPIO)
37160;"17";"RIERA; LA (AYTO MAIA MONCAL)"
37161;"17";"RIERA; LA (AYTO PORTBOU)"
37162;"17";"RIERA; LA (AYTO RIUDARENES)"
37163;"17";RIGOLISA
37164;"17";RIPOLL
37165;"17";RIUDARENES
37166;"17";RIUDAURA
37167;"17";RIUDELLOTS DE LA CREU
37168;"17";RIUDELLOTS DE LA SELVA
37169;"17";RIUMORS
37170;"17";RIURAS
37171;"17";"ROCA; LA (AYTO VILALLONGA)"
37172;"17";ROCABRUNA
37173;"17";ROCACORBA
37174;"17";"ROCAFARINA (PRESES; LES)"
37175;"17";ROCAGROSSA
37176;"17";ROMANYA D'EMPORDA
37177;"17";ROMANYA DE LA SELVA
37178;"17";ROSES
37179;"17";"ROVELLADA; LA"
37180;"17";RUÏTLLES
37181;"17";RUPIA
37182;"17";RUSINYOL
37183;"17";S'AGARO
37184;"17";S'ALGUER
37185;"17";"SA RIERA; DE"
37186;"17";"SA TUNA; DE"
37187;"17";SACOT
37188;"17";SADERNES
37189;"17";"SALA; LA"
37190;"17";SALARSA
37191;"17";SALDET
37192;"17";SALES DE LLIERCA
37193;"17";"SALINES; LES"
37194;"17";SALIONÇ
37195;"17";SALITJA
37196;"17";"SALLENT; EL"
37197;"17";SALOM
37198;"17";SALT
37199;"17";"SALUT; LA"
37200;"17";"SAMUNTA DE BAIX; EL"
37201;"17";"SAMUNTA DE DALT; EL"
37202;"17";SANAVASTRE
37203;"17";SANEJA
37204;"17";SANT ABDON
37205;"17";SANT AMANC
40526;"24";CABANILLAS
40527;"24";CABANILLAS DE SAN JUSTO
40528;"24";CABARCOS
40529;"24";CABEZA DE CAMPO
40530;"24";CABOALLES DE ABAJO
40531;"24";CABOALLES DE ARRIBA
40532;"24";CABORNERA
40533;"24";CABRERA DE ALMANZA
40534;"24";CABREROS DEL RIO
40535;"24";CABRILLANES
40536;"24";CACABELOS
40537;"24";CADAFRESNAS
40538;"24";CAIN
40539;"24";CALAMOCOS
40540;"24";CALAVERAS DE ABAJO
40541;"24";CALAVERAS DE ARRIBA
40542;"24";CALDAS DE LUNA
40543;"24";CALDEVILLA
40544;"24";CALLEJO DE ORDAS
40545;"24";CALZADA DE LA VALDERIA
40546;"24";CALZADA DEL COTO
40547;"24";CALZADILLA DE LOS HERMANILLOS
40548;"24";CAMINAYO
40549;"24";CAMPAÑANA
40550;"24";CAMPAZAS
40551;"24";CAMPELO
40552;"24";CAMPLONGO
40553;"24";CAMPO
40554;"24";CAMPO DE CARMENES
40555;"24";CAMPO DE LA LIEBRE
40556;"24";CAMPO DE LA LOMBA
40557;"24";CAMPO DE SANTIBAÑEZ
40558;"24";CAMPO DE VILLAVIDEL
40559;"24";CAMPO DEL AGUA
40560;"24";CAMPOHERMOSO
40561;"24";CAMPONARAYA
40562;"24";CAMPOSALINAS
40563;"24";CANALEJA
40564;"24";CANALEJAS
40565;"24";CANALES
40566;"24";CANCELA
40567;"24";"CANDANA DE CURUEÑO; LA"
40568;"24";CANDANEDO DE BOÑAR
40569;"24";CANDANEDO DE FENAR
40570;"24";CANDEMUELA
40571;"24";CANDIN
40572;"24";CANEDO
40573;"24";CAÑIZAL DE RUEDA
40574;"24";CANSECO
40575;"24";CANTEJEIRA
40576;"24";CARANDE
40577;"24";CARBAJAL DE FUENTES
40578;"24";CARBAJAL DE LA LEGUA
40579;"24";CARBAJAL DE RUEDA
40580;"24";CARBAJAL DE VALDERADUEY
40581;"24";CARBAJOSA
40582;"24";CARISEDA
40583;"24";CARMENES
40584;"24";CARNEROS
40585;"24";CARRACEDELO
40586;"24";CARRACEDO DE COMPLUDO
40587;"24";CARRACEDO DE MONASTERIO
40588;"24";CARRAL
40589;"24";CARRASCONTE
40590;"24";"CARRERA DE OTERO; LA"
40591;"24";CARRIL
40592;"24";CARRIZAL DE ALMANZA
40593;"24";CARRIZAL DE LUNA
40594;"24";CARRIZO DE LA RIBERA
40595;"24";CARROCERA
40596;"24";CARUCEDO
40597;"24";CASARES DE ARBAS
40598;"24";CASASOLA DE RUEDA
40599;"24";CASASUERTES
40600;"24";CASCANTES
40601;"24";CASTAÑEIRAS
40602;"24";CASTAÑOSO
40603;"24";CASTELLANOS
40604;"24";CASTILFALE
40605;"24";"CASTILLO; EL"
40606;"24";CASTRILLINO
40607;"24";CASTRILLO DE CABRERA
40608;"24";CASTRILLO DE CEPEDA
40609;"24";CASTRILLO DE LA RIBERA
40610;"24";CASTRILLO DE LA VALDUERNA
40611;"24";CASTRILLO DE LAS PIEDRAS
40612;"24";CASTRILLO DE LOS POLVAZARES
40613;"24";CASTRILLO DE PORMA
40614;"24";CASTRILLO DE SAN PELAYO
40615;"24";CASTRILLO DE VALDERADUEY
40616;"24";CASTRILLO DEL MONTE
40617;"24";CASTRO DE CEPEDA
40618;"24";CASTRO DE LA LOMBA
40619;"24";CASTRO DEL CONDADO
40620;"24";"CASTRO; EL"
40621;"24";CASTROAÑE
40622;"24";CASTROCALBON
40623;"24";CASTROCONTRIGO
40624;"24";CASTROFUERTE
40625;"24";CASTROHINOJO
40626;"24";CASTROMUDARRA
40627;"24";CASTROPETRE
40628;"24";CASTROPODAME
40629;"24";CASTROQUILAME
40630;"24";CASTROTIERRA DE LA VALDUERNA
40631;"24";CASTROTIERRA DE VALMADRIGAL
40632;"24";CASTROVEGA DE VALMADRIGAL
40633;"24";CAZANUECOS
40634;"24";CEA
40635;"24";CEBANICO
40636;"24";CEBRONES DEL RIO
40637;"24";CEGOÑAL
40638;"24";CEIDE
40639;"24";CELA
40640;"24";CELADA
40641;"24";CELADA DE CEA
40642;"24";CELADILLA DEL PARAMO
40643;"24";CEMBRANOS
40644;"24";CERECEDO DE BOÑAR
40645;"24";CEREZAL DE LA GUZPEÑA
40646;"24";CEREZAL DE TREMOR
40647;"24";CEREZALES DEL CONDADO
40648;"24";"CERNADA; LA"
40649;"24";CERULLEDA
40650;"24";CHAN DE VILLAR
40651;"24";CHANA DE SOMOZA
40652;"24";"CHANA; LA"
40653;"24";CHANO
40654;"24";CHOZAS DE ABAJO
40655;"24";CHOZAS DE ARRIBA
40656;"24";CIFUENTES DE RUEDA
40657;"24";CIGUERA
40658;"24";CILLANUEVA
40659;"24";CIMANES DE LA VEGA
40660;"24";CIMANES DEL TEJAR
40661;"24";CIÑERA
40662;"24";CIRUJALES
40663;"24";CISTIERNA
40664;"24";COBRANA
40665;"24";CODORNILLOS
40666;"24";COFIÑAL
40667;"24";COGORDEROS
40668;"24";COLADILLA
40669;"24";COLINAS DEL CAMPO
40670;"24";COLLE
40671;"24";COLUMBRIANOS
40672;"24";COMBARROS
40673;"24";COMPLUDO
40674;"24";COMPOSTILLA II
40675;"24";CONFORCOS
44485;"28";"MATA DEL ROSAL; LA"
44486;"28";MATACERQUILLAS
44487;"28";MATAESPESA DE ALPEDRETE
44488;"28";MATAMORA
44489;"28";"MATAS; LAS"
44490;"28";"MINAS; LAS (GALAPAGAR)"
44491;"28";"MIRADOR DE CADALSO; EL"
44492;"28";"MIRADOR DE EL BAZTAN; EL"
44493;"28";MIRADOR DEL ROMERO
44494;"28";"MIRADOR; EL (ARANJUEZ)"
44495;"28";"MIRADOR; EL (COLLADO MEDIANO)"
44496;"28";MIRAFLORES DE LA SIERRA
44497;"28";"MIRAFLORES DE LA SIERRA; ANEJOS DE"
44498;"28";"MIRAFLORES DE LA SIERRA; EXTRARRADIO DE"
44499;"28";MIRALPANTANO
44500;"28";"MOCHA CHICA; LA"
44501;"28";"MOJADILLA; LA"
44502;"28";"MOLINICO; EL"
44503;"28";MOLINO DE LA HOZ
44504;"28";MOLINO DE MAZACORTAS
44505;"28";MOLINO DE VILLAVIEJA
44506;"28";"MOLINO; EL"
44507;"28";"MOLINOS; DE LOS"
44508;"28";"MOLINOS; LOS"
44509;"28";"MONJAS; LAS"
44510;"28";"MONJE; EL"
44511;"28";MONTE ACEVEDO
44512;"28";MONTE ENEBRO
44513;"28";MONTE GOLF
44514;"28";MONTE LAS ENCINAS
44515;"28";MONTE ROZAS
44516;"28";MONTE TESORO
44517;"28";MONTEJO DE LA SIERRA
44518;"28";MONTEMORILLO
44519;"28";MONTEPRINCIPE
44520;"28";MONTESCLAROS
44521;"28";"MORALEJA; LA"
44522;"28";MORATA DE TAJUÑA
44523;"28";"MORRO; EL"
44524;"28";MOSCA HILTON
44525;"28";NAVACERRADA
44526;"28";"NAVACERRADA; DE"
44527;"28";NAVALAFUENTE
44528;"28";NAVALAGAMELLA
44529;"28";NAVALESPINO
44530;"28";NAVALQUEJIGO
44531;"28";"NAVALQUEJIGO; DE"
44532;"28";"NAVARREALEJO; DE"
44533;"28";NAVARREDONDA (BUITRAGO)
44534;"28";NAVARREDONDA (VALDEMORILLO)
44535;"28";NAVARRONDILLA
44536;"28";NAVAS DE BUITRAGO
44537;"28";NAVAS DEL REY
44538;"28";"NAVILLA; LA"
44539;"28";"NAVILLA; LA"
44540;"28";"NEGRALEJO; EL"
44541;"28";"NEGRALES; LOS"
44542;"28";NIEVES Y SOL
44543;"28";"NORAY; EL"
44544;"28";NUESTRA SEÑORA DEL ESPINAR
44545;"28";NUEVA ESTACION DE SERVICIO (CIUDAD SANTO DOMINGO)
44546;"28";NUEVO BAZTAN
44547;"28";"OLIVAR DEL MIRAVAL; EL"
44548;"28";"OLIVOS; LOS"
44549;"28";"OLIVOS; LOS (ALGETE)"
44550;"28";OLMEDA DE LAS FUENTES
44551;"28";OLMOSIERRA
44552;"28";"ORILLA DEL RIO; DE LA"
44553;"28";ORUSCO
44554;"28";OTERUELO DEL VALLE
44555;"28";PAJARILLA
44556;"28";"PALACIO VALDES; COLEGIO"
44557;"28";"PALACIOS; LOS"
44558;"28";"PALANCAR; EL"
44559;"28";"PALOMA; LA (COLLADO MEDIANO)"
44560;"28";PALOMAREJOS
44561;"28";"PANTANO; EL"
44562;"28";"PARACUELLOS; DE (AJALVIR)"
44563;"28";PARADA REAL
44564;"28";PARADILLA (ROBLEDONDO)
44565;"28";"PARAISO; EL"
44566;"28";"PARDO; EL"
44567;"28";PAREDES DE BUITRAGO
44568;"28";PARQUE AZUL
44569;"28";PARQUE BOADILLA
44570;"28";PARQUE CORREDOR DEL HENARES
44571;"28";PARQUE EL GRIÑON
44572;"28";PARQUE EMPRESARIAL LA MORALEJA
44573;"28";PARQUE EMPRESARIAL SAN FERNANDO DE HENARES
44574;"28";PARQUE RESIDENCIAL NUEVO CLUB GOLF
44575;"28";PARQUELAGOS
44576;"28";PATONES
44577;"28";"PAULAR; REAL EL"
44578;"28";"PEDRAZO; EL"
44579;"28";"PEDREGAL; EL"
44580;"28";PEDREZUELA
44581;"28";PEDRIZA I
44582;"28";PEDRIZA II
44583;"28";"PEDRIZA; LA"
44584;"28";PELAYOS DE LA PRESA
44585;"28";"PEÑA CABALLERA; DE"
44586;"28";PEÑA DE LAS GALLINAS
44587;"28";PEÑA DEL CUERVO
44588;"28";PEÑA EL GATO
44589;"28";PEÑA GORDA
44590;"28";PEÑA REAL
44591;"28";PEÑALARA
44592;"28";PEÑALZARZAL
44593;"28";"PERALEDA; LA"
44594;"28";PERALES DE TAJUÑA
44595;"28";"PESADILLA; LA"
44596;"28";PEZUELA DE LAS TORRES
44597;"28";PICO CENTINELA (BOADILLA)
44598;"28";"PICON; EL"
44599;"28";PIEDRAS VIVAS
44600;"28";PINAR DE PUENTE NUEVO (GALAPAGAR)
44601;"28";"PINAR; EL (COLLADO MEDIANO)"
44602;"28";"PINAR; EL (MORATA DE TAJUÑA)"
44603;"28";PINILLA DE BUITRAGO
44604;"28";PINILLA DEL VALLE
44605;"28";PINO ALTO
44606;"28";PINOSIERRA
44607;"28";PINOSOL
44608;"28";PIÑUECAR-GANDULLAS
44609;"28";"PIQUILLO 1; EL"
44610;"28";"PIQUILLO 2; EL"
44611;"28";"PIUL; EL"
44612;"28";"PIZARRERA; LA"
44613;"28";POLIGONO ALCANAR
44614;"28";POLIGONO CERVEZAS EL AGUILA
44615;"28";POLIGONO DE LAS AVES
44616;"28";POLIGONO DE TIRO VALTIERRA
44617;"28";POLIGONO DEL CALVARIO
44618;"28";POLIGONO INDUSTRIAL AIMAYR
44619;"28";POLIGONO INDUSTRIAL AJALVIR
44620;"28";POLIGONO INDUSTRIAL ALCOBENDAS
44621;"28";POLIGONO INDUSTRIAL APROIN
44622;"28";POLIGONO INDUSTRIAL AZQUE
44623;"28";POLIGONO INDUSTRIAL CARRETERA BELVIS
36291;"16";ABIA DE OBISPALIA
36292;"16";"ACEBRON; EL"
36293;"16";ALARCON
36294;"16";ALBALADEJO DEL CUENDE
36295;"16";ALBALATE DE LAS NOGUERAS
36296;"16";ALBENDEA
36297;"16";"ALBERCA DE ZANCARA; LA"
36298;"16";ALCAHOZO
36299;"16";ALCALA DE LA VEGA
36300;"16";ALCANTUD
36301;"16";ALCAZAR DEL REY
36302;"16";ALCOHUJATE
36303;"16";ALCONCHEL DE LA ESTRELLA
36304;"16";ALGARRA
36305;"16";ALIAGUILLA
36306;"16";"ALMARCHA; LA"
36307;"16";ALMENDROS
36308;"16";ALMODOVAR DEL PINAR
36309;"16";ALMONACID DEL MARQUESADO
36310;"16";ALTAREJOS
36311;"16";ARANDILLA DEL ARROYO
36312;"16";ARCAS
36313;"16";ARCOS DE LA CANTERA
36314;"16";ARCOS DE LA SIERRA
36315;"16";ARGUISUELAS
36316;"16";"ARRABAL; EL"
36317;"16";ARRANCACEPAS
36318;"16";ATALAYA DEL CAÑAVATE
36319;"16";BAÑOS DE VALDEGANGA
36320;"16";BARAJAS DE MELO
36321;"16";BARBALIMPIA
36322;"16";BARCHIN DEL HOYO
36323;"16";BASCUÑANA DE SAN PEDRO
36324;"16";BEAMUD
36325;"16";BELINCHON
36326;"16";BELMONTE
36327;"16";BELMONTEJO
36328;"16";BETETA
36329;"16";BOLLIGA
36330;"16";BONICHES
36331;"16";BONILLA
36332;"16";BUCIEGAS
36333;"16";BUENACHE DE ALARCON
36334;"16";BUENACHE DE LA SIERRA
36335;"16";BUENDIA
36336;"16";CAMPILLO DE ALTOBUEY
36337;"16";CAMPILLOS DE PARAVIENTOS
36338;"16";CAMPILLOS SIERRA
36339;"16";CAÑADA DEL HOYO
36340;"16";CAÑADA JUNCOSA
36341;"16";CANALEJAS DEL ARROYO
36342;"16";CAÑAMARES
36343;"16";"CAÑAVATE; EL"
36344;"16";CAÑAVERAS
36345;"16";CAÑAVERUELAS
36346;"16";CAÑETE
36347;"16";CAÑIZARES
36348;"16";CARACENILLA
36349;"16";CARBONERAS DE GUADAZAON
36350;"16";CARDENETE
36351;"16";CARRASCOSA
36352;"16";CARRASCOSA DE HARO
36353;"16";CARRASCOSA DEL CAMPO
36354;"16";CASAS DE BENITEZ
36355;"16";CASAS DE FERNANDO ALONSO
36356;"16";CASAS DE GARCIMOLINA
36357;"16";CASAS DE GUIJARRO
36358;"16";CASAS DE HARO
36359;"16";CASAS DE LOS PINOS
36360;"16";CASAS DE ROLDAN
36361;"16";CASAS DE SANTA CRUZ
36362;"16";CASAS DEL OLMO
36363;"16";CASAS NUEVAS
36364;"16";CASASIMARRO
36365;"16";CASILLAS DE RANERA
36366;"16";CASTEJON
36367;"16";"CASTELLAR; EL"
36368;"16";CASTILLEJO DE INIESTA
36369;"16";CASTILLEJO DE LA SIERRA
36370;"16";CASTILLEJO DEL ROMERAL
36371;"16";CASTILLO DE ALBARAÑEZ
36372;"16";CASTILLO DE GARCIMUÑOZ
36373;"16";CERVERA DEL LLANO
36374;"16";CHILLARON DE CUENCA
36375;"16";CHUMILLAS
36376;"16";"CIERVA; LA"
36377;"16";COLLADOS
36378;"16";COLLIGA
36379;"16";COLLIGUILLA
36380;"16";"CONGOSTO; EL"
36381;"16";"CUBILLO; EL"
36382;"16";CUEVA DEL HIERRO
36383;"16";CUEVAS DE VELASCO
36384;"16";CULEBRAS
36385;"16";ENGUIDANOS
36386;"16";"ESTESOS; LOS"
36387;"16";FRESNEDA DE ALTAREJOS
36388;"16";FRESNEDA DE LA SIERRA
36389;"16";"FRONTERA; LA"
36390;"16";FUENTE DE PEDRO NAHARRO
36391;"16";FUENTELESPINO DE HARO
36392;"16";FUENTELESPINO DE MOYA
36393;"16";FUENTES
36394;"16";FUENTESBUENAS
36395;"16";FUENTESCLARAS DEL CHILLARON
36396;"16";FUERTESCUSA
36397;"16";GABALDON
36398;"16";GARABALLA
36399;"16";GARCINARRO
36400;"16";GASCUEÑA
36401;"16";GRAJA DE CAMPALBO
36402;"16";GRAJA DE INIESTA
36403;"16";HENAREJOS
36404;"16";"HERRUMBLAR; EL"
36405;"16";"HIGUERUELAS; LAS"
36406;"16";"HINOJOSA; LA"
36407;"16";"HINOJOSOS; LOS"
36408;"16";"HITO; EL"
36409;"16";HONRUBIA
36410;"16";HONTANAYA
36411;"16";HONTECILLAS
36412;"16";HORCAJADA DE LA TORRE
36413;"16";HORCAJO DE SANTIAGO
36414;"16";HOYA DEL PERAL
36415;"16";HUELAMO
36416;"16";HUELVES
36417;"16";HUERGUINA
36418;"16";HUERTA DE LA OBISPALIA
36419;"16";HUERTA DE LOS MAROJALES
36420;"16";HUERTA DEL MARQUESADO
36421;"16";"HUERTOS; LOS"
36422;"16";HUETE
36423;"16";INIESTA
36424;"16";JABAGA
36425;"16";JABALERA
36426;"16";LAGUNA DEL MARQUESADO
36427;"16";LAGUNASECA
36428;"16";LANDETE
36429;"16";"LANGA; LA"
36430;"16";LEDAÑA
36431;"16";LEGANIEL
36432;"16";LORANCA DEL CAMPO
36433;"16";"LOSA; LA"
36434;"16";"MAJADAS; LAS"
36435;"16";MANZANERUELA
36436;"16";MARIANA
36437;"16";MASEGOSA
36438;"16";MAZARULLEQUE
36439;"16";"MELGOSA; LA"
37206;"17";SANT ANDREU DE SOCARRATS
37207;"17";SANT ANDREU DEL TERRI
37208;"17";SANT ANDREU SALOU
37209;"17";SANT ANIOL DE FINESTRES
37210;"17";SANT ANTONI (TORTELLA)
37211;"17";SANT ANTONI DE CALONGE
37212;"17";SANT BARTOMEU (AYTO RIPOLL)
37213;"17";SANT BERNABE DE LES TENES
37214;"17";SANT CLIMENT D'AMER
37215;"17";SANT CLIMENT DE PERALTA
37216;"17";SANT CLIMENT SESCEBES
37217;"17";SANT COSME
37218;"17";SANT CRISTOFOL (AJUNTAMENT CAMPDEVANOL)
37219;"17";SANT CRISTOFOL DEL BOSC
37220;"17";SANT CRISTOFOL LES FONTS
37221;"17";SANT DALMAI
37222;"17";SANT DANIEL DE CALONGE
37223;"17";SANT ESTEVE D'EN BAS
37224;"17";SANT ESTEVE DE GUIALBES
37225;"17";SANT ESTEVE DE LLEMANA
37226;"17";SANT ESTEVE DE VALLESPIRANS
37227;"17";SANT FELIU DE BOADA
37228;"17";SANT FELIU DE BUIXALLEU
37229;"17";SANT FELIU DE GUIXOLS
37230;"17";SANT FELIU DE PALLEROLS
37231;"17";SANT FERRIOL
37232;"17";SANT GENIS
37233;"17";SANT GRAU
37234;"17";SANT GREGORI (AYTO OSOR)
37235;"17";SANT GREGORI (MUNICIPIO)
37236;"17";SANT HILARI SACALM
37237;"17";SANT ISCLE D'EMPORDA
37238;"17";SANT ISCLE DE COLLTORT
37239;"17";SANT JAUME DE LLIERCA
37240;"17";SANT JOAN DE LES ABADESSES
37241;"17";SANT JOAN DE MOLLET
37242;"17";SANT JOAN DE PALAMOS
37243;"17";SANT JOAN LES FONTS
37244;"17";SANT JORDI
37245;"17";SANT JORDI DESVALLS
37246;"17";SANT JULIA DE BOADA
37247;"17";SANT JULIA DE RAMIS
37248;"17";SANT JULIA DE SALTOR
37249;"17";SANT JULIA DEL LLOR I BONMATI
37250;"17";SANT LLORENÇ
37251;"17";SANT LLORENÇ DE LA MUGA
37252;"17";SANT LLORENÇ DE LES ARENES
37253;"17";SANT MARÇAL DE QUARANTELLA
37254;"17";SANT MARTI (AYTO PUIGCERDA)
37255;"17";SANT MARTI D'ARAVO
37256;"17";SANT MARTI D'ARMANCIES
37257;"17";SANT MARTI D'OGASSA
37258;"17";SANT MARTI DE CAMPMAJOR
37259;"17";SANT MARTI DE CERDANYA
37260;"17";SANT MARTI DE LLEMENA
37261;"17";SANT MARTI DE SURROCA
37262;"17";SANT MARTI DE VINYOLES
37263;"17";SANT MARTI DEL CLOT
37264;"17";SANT MARTI SACALM
37265;"17";SANT MARTI SAPRESA
37266;"17";SANT MARTI SESSERRES
37267;"17";SANT MARTI VELL
37268;"17";SANT MATEU DE MONTNEGRE
37269;"17";SANT MEDIR
37270;"17";SANT MIQUEL DE CAMPMAJOR
37271;"17";SANT MIQUEL DE CORB
37272;"17";SANT MIQUEL DE CRUILLES
37273;"17";SANT MIQUEL DE FLUVIA
37274;"17";SANT MIQUEL DE MONTEIA
37275;"17";SANT MIQUEL DE PERA
37276;"17";SANT MIQUEL DE PINEDA
37277;"17";SANT MIQUEL DE SACOT
37278;"17";SANT MIQUEL DE TER
37279;"17";SANT MORI
37280;"17";SANT PAU DE SEGURIES
37281;"17";SANT PERE CERCADA
37282;"17";SANT PERE D'AUIRA
37283;"17";SANT PERE DESPUIG
37284;"17";SANT PERE PESCADOR
37285;"17";SANT POL (AJUNTAMENT LA BISBAL)
37286;"17";SANT POL (AJUNTAMENT SANT FELIU DE GUIXOLS)
37287;"17";SANT PONS (AJUNTAMENT PALAFRUGELL)
37288;"17";SANT PRIVAT D'EN BAS
37289;"17";SANT QUINTI DE PUIG-RODON
37290;"17";SANT ROC (AYTO RIPOLL)
37291;"17";SANT SADURNI DE L'HEURA
37292;"17";SANT SADURNI DE SOVELLES
37293;"17";SANT SALVADOR DE BIANYA
37294;"17";SANT SEBASTIA
37295;"17";SANT TOMAS DE FLUVIA
37296;"17";SANT VICENÇ DE CAMOS
37297;"17";SANTA AFRA
37298;"17";SANTA BARBARA (AYUNTAMIENTO ANGLES)
37299;"17";SANTA BARBARA DE PRUNERES
37300;"17";SANTA COLOMA
37301;"17";SANTA COLOMA DE FARNERS
37302;"17";SANTA CREU D'HORTA
37303;"17";SANTA CRISTINA
37304;"17";SANTA CRISTINA D'ARO
37305;"17";SANTA EULALIA
37306;"17";SANTA FE
37307;"17";SANTA JULIA DE TORS
37308;"17";SANTA LLOGAIA D'ALGUEMA
37309;"17";SANTA LLOGAIA DEL TERRI
37310;"17";SANTA LLUCIA DE TRENTERES
37311;"17";SANTA MAGDALENA
37312;"17";SANTA MARGARIDA
37313;"17";SANTA MARGARIDA DE BALLORS
37314;"17";SANTA MARGARIDA DE BIANYA
37315;"17";SANTA MARIA DE CAMOS
37316;"17";SANTA MARIA DE FINESTRES
37317;"17";SANTA MARIA DE LLORELL
37318;"17";SANTA MARIA DE MATAMALA
37319;"17";SANTA MARIA DEL COLL
37320;"17";SANTA PAU
37321;"17";SANTA PELLAIA
37322;"17";SANTA SECLINA
37323;"17";SANTA SUSANA DE PERALTA
37324;"17";SANTENYS
37325;"17";SARRIA DE DALT
37326;"17";SARRIA DE TER
37327;"17";SATLLE
37328;"17";SAUS
37329;"17";SEGUERO
37330;"17";"SELLERA DE MONT; LA"
37331;"17";"SELVA DE MAR; LA"
37332;"17";SERINYA
37333;"17";SERRA DE DARO
37334;"17";"SERRA; LA (AYTO VALL BAS)"
37335;"17";SERRAMAGRA
37336;"17";SERRAT
37337;"17";"SERRES; LES"
37338;"17";SETCASES (AYTO LLANSA)
40676;"24";CONGOSTO
40677;"24";CORBILLOS DE LA SOBARRIBA
40678;"24";CORBILLOS DE LOS OTEROS
40679;"24";CORBON DEL SIL
40680;"24";CORCOS
40681;"24";CORDIÑANES
40682;"24";CORNIERO
40683;"24";CORNOMBRE
40684;"24";CORPORALES
40685;"24";CORPORALES DE BARJAS
40686;"24";CORRAL DE LAS ARRIMADAS
40687;"24";CORRALES DE BARJAS
40688;"24";CORRECILLAS
40689;"24";CORTIGUERA
40690;"24";CORULLON
40691;"24";CORUS
40692;"24";COSPEDAL
40693;"24";CREMENES
40694;"24";"CRUCES; LAS"
40695;"24";CUADROS
40696;"24";"CUARTELES DE VENEROS; LOS"
40697;"24";CUBILLAS DE ARBAS
40698;"24";CUBILLAS DE LOS OTEROS
40699;"24";CUBILLAS DE RUEDA
40700;"24";CUBILLINOS
40701;"24";CUBILLOS DEL SIL
40702;"24";CUENABRES
40703;"24";"CUESTA; LA"
40704;"24";"CUETA; LA"
40705;"24";CUETO
40706;"24";CUEVAS DE LA SEQUEDA
40707;"24";CUEVAS DE VIÑAYO
40708;"24";CUEVAS DEL SIL
40709;"24";CULEBROS
40710;"24";CUNAS
40711;"24";CURILLAS
40712;"24";CURUEÑA
40713;"24";DEHESAS
40714;"24";DESTRIANA
40715;"24";"DEVESA DE BOÑAR; LA"
40716;"24";DEVESA DE CURUEÑO
40717;"24";DONILLAS
40718;"24";DRAGONTE
40719;"24";ENCINEDO
40720;"24";"ERCINA; LA"
40721;"24";ESCOBAR DE CAMPOS
40722;"24";"ESCOBIO; EL"
40723;"24";ESCUREDO
40724;"24";ESPANILLO
40725;"24";ESPEJOS DE LA REINA
40726;"24";ESPINA DE TREMOR
40727;"24";"ESPINA; LA"
40728;"24";ESPINAREDA DE ANCARES
40729;"24";ESPINAREDA DE VEGA
40730;"24";"ESPINO; EL"
40731;"24";ESPINOSA DE ALMANZA
40732;"24";ESPINOSA DE LA RIBERA
40733;"24";ESPINOSO COMPLUDO
40734;"24";ESTEBANEZ DE LA CALZADA
40735;"24";"FABA; LA"
40736;"24";FABERO
40737;"24";FAFILAS
40738;"24";FARO
40739;"24";FASGAR
40740;"24";FELECHARES DE LA VALDERIA
40741;"24";FELECHAS
40742;"24";FELMIN
40743;"24";FERRADILLO
40744;"24";FERRAL DEL BERNESGA
40745;"24";"FERRAL; BASE MILITAR"
40746;"24";FERRERAS DE CEPEDA
40747;"24";FERRERAS DEL PUERTO
40748;"24";FILIEL
40749;"24";FINOLLEDO
40750;"24";"FLECHA DE TORIO; LA"
40751;"24";FLORES DEL SIL
40752;"24";FOJEDO
40753;"24";FOLGOSO DE LA RIBERA
40754;"24";FOLGOSO DEL MONTE
40755;"24";FOLLEDO
40756;"24";FOLLOSO
40757;"24";FONCEBADON
40758;"24";FONFRIA
40759;"24";FONTANIL DE LOS OTEROS
40760;"24";FONTANOS DE TORIO
40761;"24";FONTECHA
40762;"24";FONTORIA
